customer_id,name,age,email,salary,join_date,status,purchase_count
173,DAVE,68,customer172@email.com,61536.43782120511,2020-06-21,pending,3
174,DAVE,23,customer173@email.com,34340.15551622861,2020-06-22,active,1
175,Bob,23,customer174@email.com,79925.3363889428,2020-06-23,active,3
176,Jane,20,customer175@email.com,50124.868336773754,2020-06-24,pending,7
177,Alice,24,customer176@email.com,28868.362026804978,2020-06-25,inactive,5
178,John,68,customer177@email.com,51437.69678068175,2020-06-26,active,5
179,DAVE,25,customer178@email.com,90015.19581268622,2020-06-27,pending,4
180,John,59,customer179@email.com,77004.43484226985,2020-06-28,pending,5
182,John,69,customer181@email.com,53014.84591363143,2020-06-30,inactive,3
183,Bob,32,customer182@email.com,53567.298975652346,2020-07-01,,3
185,John,46,customer184@email.com,67638.70904463106,2020-07-03,active,6
186,Alice,50,customer185@email.com,68600.8329438214,2020-07-04,inactive,4
187,charlie,69,customer186@email.com,80605.66908063684,2020-07-05,pending,9
188,John,47,customer187@email.com,64775.78318053027,2020-07-06,pending,6
189,Bob,56,customer188@email.com,54819.15708358594,2020-07-07,inactive,5
190,DAVE,44,customer189@email.com,56073.003018300435,2020-07-08,inactive,5
192,John,46,customer191@email.com,59255.55526980317,2020-07-10,,10
193,DAVE,55,customer192@email.com,74552.5908727396,2020-07-11,inactive,6
194,charlie,74,customer193@email.com,61038.91771614599,2020-07-12,active,2
195,John,50,customer194@email.com,74652.80154431159,2020-07-13,,4
196,Bob,78,customer195@email.com,58385.668397828355,2020-07-14,,3
197,Jane,54,customer196@email.com,61572.70380632181,2020-07-15,inactive,2
198,Alice,44,customer197@email.com,20035.986309357846,2020-07-16,active,5
199,Bob,72,customer198@email.com,78326.55349404963,2020-07-17,,6
200,DAVE,50,customer199@email.com,66929.76951795985,2020-07-18,pending,5
202,Alice,21,customer201@email.com,2074.892436126218,2020-07-20,inactive,5
204,DAVE,19,customer203@email.com,57208.207436896526,2020-07-22,inactive,4
205,John,27,customer204@email.com,82163.65633475033,2020-07-23,pending,4
206,Jane,22,customer205@email.com,39201.881457489384,2020-07-24,pending,3
207,Alice,76,customer206@email.com,72255.4781012514,2020-07-25,pending,6
208,Alice,27,customer207@email.com,38931.68873652688,2020-07-26,inactive,4
209,DAVE,50,customer208@email.com,47524.6207860839,2020-07-27,,2
210,Jane,71,customer209@email.com,98280.62707733572,2020-07-28,inactive,9
212,John,30,customer211@email.com,64348.657463594456,2020-07-30,,9
213,charlie,48,customer212@email.com,77401.35461377508,2020-07-31,pending,5
214,John,64,customer213@email.com,69913.63775945209,2020-08-01,inactive,5
215,John,53,customer214@email.com,63008.37810287153,2020-08-02,pending,1
217,John,41,customer216@email.com,108068.31170476551,2020-08-04,active,8
218,Jane,69,customer217@email.com,58847.62405932829,2020-08-05,,6
219,Jane,73,customer218@email.com,64021.98093429935,2020-08-06,active,2
220,Alice,32,customer219@email.com,81013.08792015223,2020-08-07,active,5
222,charlie,25,customer221@email.com,83740.6061112076,2020-08-09,pending,4
224,John,46,customer223@email.com,37139.90174539033,2020-08-11,active,5
226,DAVE,21,customer225@email.com,37073.09213962624,2020-08-13,,5
227,Jane,29,customer226@email.com,66052.70930478067,2020-08-14,active,4
228,charlie,62,customer227@email.com,44914.48299961284,2020-08-15,,7
229,Alice,19,customer228@email.com,58717.23306814015,2020-08-16,,5
230,Jane,44,customer229@email.com,66575.2482060696,2020-08-17,active,7
232,Alice,68,customer231@email.com,68438.41508470569,2020-08-19,active,4
233,Bob,68,customer232@email.com,92274.22538117295,2020-08-20,,8
234,Bob,53,customer233@email.com,69070.6860302796,2020-08-21,pending,4
236,DAVE,43,customer235@email.com,79281.74336576715,2020-08-23,pending,5
237,charlie,60,customer236@email.com,83789.40977849282,2020-08-24,,10
239,Jane,22,customer238@email.com,71948.00139699716,2020-08-26,active,4
240,DAVE,37,customer239@email.com,74023.45484621797,2020-08-27,inactive,3
242,Bob,79,customer241@email.com,87514.13626623238,2020-08-29,inactive,5
243,John,27,customer242@email.com,56998.88825934946,2020-08-30,,2
244,John,57,customer243@email.com,62511.52906943084,2020-08-31,,6
245,Alice,55,customer244@email.com,56538.56351432261,2020-09-01,inactive,2
246,Bob,23,customer245@email.com,603115.8095162935,2020-09-02,pending,5
247,DAVE,25,customer246@email.com,38074.49826209596,2020-09-03,inactive,2
248,charlie,40,customer247@email.com,31198.982348114114,2020-09-04,pending,6
249,Bob,64,customer248@email.com,91890.10126449945,2020-09-05,pending,3
250,Alice,43,customer249@email.com,43060.77303363344,2020-09-06,,5
252,Bob,60,customer251@email.com,16932.197727925704,2020-09-08,inactive,6
253,Alice,29,customer252@email.com,472207.6504620996,2020-09-09,,6
254,Bob,43,customer253@email.com,33538.204131850034,2020-09-10,active,7
255,Jane,30,customer254@email.com,92840.30320272737,2020-09-11,active,6
256,Bob,200.0,customer255@email.com,80196.34178685269,2020-09-12,,6
257,Bob,79,customer256@email.com,46236.99309644553,2020-09-13,inactive,4
258,Alice,35,customer257@email.com,105048.71610688618,2020-09-14,active,4
259,Alice,42,customer258@email.com,79635.3097398319,2020-09-15,active,7
260,John,50,customer259@email.com,53503.37232982755,2020-09-16,pending,5
262,Jane,57,customer261@email.com,105818.85145181484,2020-09-18,inactive,8
263,John,77,customer262@email.com,32208.550664728078,2020-09-19,,4
264,Bob,60,customer263@email.com,27092.025060862165,2020-09-20,inactive,2
265,Alice,29,customer264@email.com,80451.4086401928,2020-09-21,,3
266,John,61,customer265@email.com,108795.04812678546,2020-09-22,active,4
267,John,53,customer266@email.com,87685.45637021036,2020-09-23,pending,6
268,Jane,65,customer267@email.com,71278.18240104719,2020-09-24,inactive,9
269,DAVE,21,customer268@email.com,71895.08683330572,2020-09-25,inactive,3
270,Jane,22,customer269@email.com,77068.31117560616,2020-09-26,,5
272,Alice,54,customer271@email.com,65623.82847938752,2020-09-28,inactive,2
273,Jane,25,customer272@email.com,62084.022079037524,2020-09-29,,4
275,Alice,59,customer274@email.com,44920.70822266648,2020-10-01,inactive,4
276,Alice,66,customer275@email.com,54386.49846266452,2020-10-02,inactive,5
277,John,45,customer276@email.com,261408.63716092287,2020-10-03,active,8
278,Jane,48,customer277@email.com,58033.207464105,2020-10-04,,8
279,John,75,customer278@email.com,40228.17785698165,2020-10-05,pending,5
280,DAVE,26,customer279@email.com,37928.21365568458,2020-10-06,pending,3
282,charlie,68,customer281@email.com,87840.04572689199,2020-10-08,inactive,2
283,charlie,46,customer282@email.com,78366.33212004625,2020-10-09,pending,8
284,Bob,31,customer283@email.com,28589.98792753646,2020-10-10,pending,7
285,John,57,customer284@email.com,40207.43726859325,2020-10-11,,6
287,Bob,39,customer286@email.com,40350.252129233806,2020-10-13,inactive,3
288,Bob,28,customer287@email.com,55507.33700005951,2020-10-14,,6
289,Bob,40,customer288@email.com,71001.04198049103,2020-10-15,inactive,7
290,Alice,18,customer289@email.com,40633.11090272729,2020-10-16,pending,7
292,John,54,customer291@email.com,33319.49010163591,2020-10-18,inactive,5
293,Alice,38,customer292@email.com,47972.64712097573,2020-10-19,active,1
294,Bob,43,customer293@email.com,66395.63868285074,2020-10-20,pending,7
296,Alice,53,customer295@email.com,68809.49475920798,2020-10-22,pending,7
297,DAVE,71,customer296@email.com,59607.24402146637,2020-10-23,active,5
298,Alice,40,customer297@email.com,71049.79908834296,2020-10-24,active,5
299,DAVE,74,customer298@email.com,64478.28268129323,2020-10-25,active,3
300,Bob,18,customer299@email.com,87282.80859947688,2020-10-26,inactive,5
302,John,71,customer301@email.com,51411.889177494944,2020-10-28,active,4
303,Bob,72,customer302@email.com,62445.95006064568,2020-10-29,active,3
304,John,68,customer303@email.com,70865.96058072775,2020-10-30,pending,3
305,charlie,57,customer304@email.com,60977.20140651408,2020-10-31,active,5
306,Jane,32,customer305@email.com,60811.83382407765,2020-11-01,pending,10
307,DAVE,38,customer306@email.com,45960.16624386489,2020-11-02,active,2
308,Jane,64,customer307@email.com,46741.98164898103,2020-11-03,active,5
309,Jane,26,customer308@email.com,31947.89456400613,2020-11-04,inactive,3
312,charlie,27,customer311@email.com,46141.896044081856,2020-11-07,pending,3
313,John,69,customer312@email.com,45631.85468861605,2020-11-08,pending,4
314,Alice,74,customer313@email.com,77898.48753888882,2020-11-09,,4
315,John,70,customer314@email.com,54101.00643415944,2020-11-10,inactive,5
316,Alice,43,customer315@email.com,84954.84145347468,2020-11-11,inactive,8
317,John,58,customer316@email.com,46530.18751512263,2020-11-12,inactive,5
318,DAVE,52,customer317@email.com,65579.88324447603,2020-11-13,,6
320,Alice,69,customer319@email.com,102902.98255546777,2020-11-15,inactive,4
323,John,28,customer322@email.com,72675.53761864197,2020-11-18,,7
325,Bob,19,customer324@email.com,56294.246822445835,2020-11-20,inactive,2
326,Bob,24,customer325@email.com,57403.586005331475,2020-11-21,inactive,6
327,DAVE,35,customer326@email.com,60876.229439582195,2020-11-22,,4
328,DAVE,44,customer327@email.com,57059.95996743023,2020-11-23,inactive,2
329,DAVE,51,customer328@email.com,79277.58233589819,2020-11-24,,4
330,DAVE,44,customer329@email.com,104210.46003182702,2020-11-25,active,2
333,charlie,60,customer332@email.com,58234.359032974906,2020-11-28,inactive,7
334,Bob,76,customer333@email.com,111594.18675308637,2020-11-29,inactive,5
335,DAVE,61,customer334@email.com,43926.50864060538,2020-11-30,pending,5
336,Bob,76,customer335@email.com,92782.33610888134,2020-12-01,,7
338,Jane,71,customer337@email.com,48928.23516584011,2020-12-03,pending,7
339,charlie,41,customer338@email.com,71379.66158370551,2020-12-04,pending,6
342,Alice,69,customer341@email.com,55928.392797952765,2020-12-07,,2
343,John,23,customer342@email.com,48366.38172102712,2020-12-08,pending,3
344,charlie,70,customer343@email.com,39704.86538614266,2020-12-09,pending,9
345,Alice,41,customer344@email.com,47014.449098679856,2020-12-10,inactive,3
346,charlie,50,customer345@email.com,35521.19466475487,2020-12-11,inactive,8
347,Bob,66,customer346@email.com,60681.66936518452,2020-12-12,inactive,5
348,Alice,46,customer347@email.com,44600.53537882716,2020-12-13,,4
350,John,200.0,customer349@email.com,28882.087075927455,2020-12-15,pending,2
352,Alice,43,customer351@email.com,76670.5792321785,2020-12-17,active,10
353,Alice,45,customer352@email.com,20125.28714857089,2020-12-18,,5
354,DAVE,200.0,customer353@email.com,67481.13139695144,2020-12-19,active,4
355,charlie,38,customer354@email.com,84553.37984946584,2020-12-20,pending,7
356,DAVE,66,customer355@email.com,35807.17962617589,2020-12-21,active,3
357,charlie,24,customer356@email.com,93451.44773675407,2020-12-22,pending,6
358,DAVE,200.0,customer357@email.com,68380.3801873209,2020-12-23,active,3
359,Bob,37,customer358@email.com,45899.76288483183,2020-12-24,inactive,3
360,Alice,58,customer359@email.com,58884.61844684588,2020-12-25,active,4
362,charlie,37,customer361@email.com,61520.10782824823,2020-12-27,inactive,2
363,charlie,71,customer362@email.com,70775.11984892738,2020-12-28,,4
365,DAVE,45,customer364@email.com,63387.21648072156,2020-12-30,inactive,8
367,Bob,78,customer366@email.com,57775.47877302599,2021-01-01,pending,7
368,Alice,57,customer367@email.com,41921.847170704204,2021-01-02,,2
369,John,66,customer368@email.com,45289.40114820467,2021-01-03,inactive,6
370,Alice,24,customer369@email.com,84721.86350420874,2021-01-04,,8
372,charlie,49,customer371@email.com,72182.76241814354,2021-01-06,inactive,4
373,John,30,customer372@email.com,38153.744706548416,2021-01-07,active,4
375,Jane,40,customer374@email.com,84261.95399958367,2021-01-09,active,1
376,John,68,customer375@email.com,62834.33827279809,2021-01-10,,6
377,Jane,76,customer376@email.com,106386.59079963388,2021-01-11,active,8
379,Jane,36,customer378@email.com,63840.98232980063,2021-01-13,pending,7
380,Bob,79,customer379@email.com,53817.67071594997,2021-01-14,active,6
382,Jane,47,customer381@email.com,56950.603272389126,2021-01-16,pending,4
383,DAVE,46,customer382@email.com,74162.17353377181,2021-01-17,pending,3
384,Jane,66,customer383@email.com,79134.04633589167,2021-01-18,active,6
385,Bob,62,customer384@email.com,44280.21078984101,2021-01-19,pending,3
388,Jane,33,customer387@email.com,70159.82653825087,2021-01-22,,6
389,John,57,customer388@email.com,37932.66787652252,2021-01-23,,6
390,John,36,customer389@email.com,16942.18814095034,2021-01-24,inactive,4
392,Bob,18,customer391@email.com,109859.99034865582,2021-01-26,pending,5
393,DAVE,31,customer392@email.com,59878.58176920213,2021-01-27,active,3
394,charlie,68,customer393@email.com,76769.81548903283,2021-01-28,pending,2
395,Jane,64,customer394@email.com,61636.5871709513,2021-01-29,active,3
396,Jane,67,customer395@email.com,58022.20693617715,2021-01-30,inactive,2
397,Bob,19,customer396@email.com,78381.52965975537,2021-01-31,,8
398,Jane,71,customer397@email.com,54194.509116226975,2021-02-01,,7
399,John,45,customer398@email.com,65347.84628143806,2021-02-02,,4
400,charlie,66,customer399@email.com,66433.95612392027,2021-02-03,pending,3
402,Jane,47,customer401@email.com,79840.84699073045,2021-02-05,active,6
403,John,55,customer402@email.com,56500.80486609183,2021-02-06,inactive,5
404,Alice,68,customer403@email.com,44885.096810143106,2021-02-07,pending,1
407,John,18,customer406@email.com,60563.62314738257,2021-02-10,active,4
408,DAVE,25,customer407@email.com,59817.62006711593,2021-02-11,,7
409,DAVE,46,customer408@email.com,81717.91131663157,2021-02-12,pending,3
410,Alice,72,customer409@email.com,69493.96465759905,2021-02-13,active,7
412,Alice,20,customer411@email.com,76355.32598400574,2021-02-15,pending,6
413,Jane,49,customer412@email.com,87804.15098034627,2021-02-16,inactive,8
414,Jane,27,customer413@email.com,71156.20612703725,2021-02-17,pending,2
415,DAVE,27,customer414@email.com,60207.05239686761,2021-02-18,pending,4
416,Bob,36,customer415@email.com,33763.27535299681,2021-02-19,active,9
417,John,200.0,customer416@email.com,38697.72673849255,2021-02-20,active,4
418,Jane,51,customer417@email.com,53895.50591290665,2021-02-21,pending,4
419,DAVE,77,customer418@email.com,47809.75595681433,2021-02-22,active,3
420,charlie,50,customer419@email.com,56260.57394029108,2021-02-23,active,4
422,Jane,72,customer421@email.com,70593.85508713461,2021-02-25,,6
423,Jane,45,customer422@email.com,58590.024438818175,2021-02-26,,7
424,DAVE,49,customer423@email.com,69730.03287652404,2021-02-27,pending,3
425,John,67,customer424@email.com,61289.488296202406,2021-02-28,active,6
426,Alice,24,customer425@email.com,20490.668672922577,2021-03-01,,8
427,Jane,46,customer426@email.com,41213.29212362491,2021-03-02,pending,7
428,DAVE,25,customer427@email.com,57118.24888556769,2021-03-03,active,3
429,DAVE,18,customer428@email.com,35806.10514317785,2021-03-04,inactive,4
430,Bob,74,customer429@email.com,71998.57459992409,2021-03-05,active,6
432,charlie,20,customer431@email.com,84375.23703394634,2021-03-07,,3
433,John,41,customer432@email.com,55731.14258139584,2021-03-08,pending,4
434,charlie,200.0,customer433@email.com,89814.52273699903,2021-03-09,pending,3
435,Alice,76,customer434@email.com,62973.34914404223,2021-03-10,,8
437,Alice,78,customer436@email.com,47731.9467291812,2021-03-12,inactive,3
438,charlie,25,customer437@email.com,53950.60627023743,2021-03-13,active,7
439,Alice,71,customer438@email.com,52236.46362917543,2021-03-14,active,5
440,DAVE,74,customer439@email.com,63408.32444750975,2021-03-15,inactive,9
442,Alice,54,customer441@email.com,60060.92040306829,2021-03-17,pending,4
443,DAVE,20,customer442@email.com,68738.763394927,2021-03-18,,5
444,Bob,68,customer443@email.com,83812.92549572683,2021-03-19,,7
445,Alice,50,customer444@email.com,78991.08270882648,2021-03-20,active,3
446,charlie,45,customer445@email.com,30302.040631001928,2021-03-21,pending,6
447,Jane,64,customer446@email.com,8921.577301960904,2021-03-22,pending,7
448,Alice,25,customer447@email.com,78686.39822478547,2021-03-23,,4
449,Jane,51,customer448@email.com,32662.42603169158,2021-03-24,inactive,4
450,DAVE,52,customer449@email.com,55504.69196214633,2021-03-25,,4
452,John,41,customer451@email.com,23960.391248399603,2021-03-27,pending,4
453,Bob,31,customer452@email.com,708292.5456409575,2021-03-28,,2
454,Alice,49,customer453@email.com,75183.10320605294,2021-03-29,active,7
455,Jane,73,customer454@email.com,48469.791985465614,2021-03-30,,6
456,Jane,63,customer455@email.com,8179.154157101802,2021-03-31,pending,7
457,charlie,60,customer456@email.com,49075.11103495034,2021-04-01,active,5
458,Jane,33,customer457@email.com,67836.08010805093,2021-04-02,active,4
459,charlie,21,customer458@email.com,30421.768624517426,2021-04-03,inactive,5
460,DAVE,69,customer459@email.com,63667.19839558311,2021-04-04,active,4
462,Alice,71,customer461@email.com,71585.82999202177,2021-04-06,,5
463,charlie,38,customer462@email.com,62391.60736828307,2021-04-07,pending,6
464,John,31,customer463@email.com,40538.621182368894,2021-04-08,inactive,5
465,Jane,48,customer464@email.com,83931.43003328983,2021-04-09,,2
466,Jane,72,customer465@email.com,56829.4085394606,2021-04-10,active,4
468,Jane,35,customer467@email.com,41334.64081853608,2021-04-12,inactive,6
469,DAVE,24,customer468@email.com,51134.354976169794,2021-04-13,pending,11
472,charlie,50,customer471@email.com,94234.16960284687,2021-04-16,inactive,5
473,charlie,40,customer472@email.com,32561.977141372874,2021-04-17,active,3
474,John,38,customer473@email.com,27728.772042465178,2021-04-18,,5
475,charlie,36,customer474@email.com,89423.40654987218,2021-04-19,active,1
476,charlie,65,customer475@email.com,55813.526456962674,2021-04-20,pending,8
478,charlie,36,customer477@email.com,80798.09374792152,2021-04-22,active,4
479,Bob,53,customer478@email.com,47887.689205262715,2021-04-23,inactive,7
480,Alice,46,customer479@email.com,96520.19427093872,2021-04-24,active,1
482,Bob,35,customer481@email.com,50241.77183708595,2021-04-26,,3
483,charlie,19,customer482@email.com,103146.16426531007,2021-04-27,pending,9
484,DAVE,18,customer483@email.com,47885.70153993323,2021-04-28,,4
485,John,64,customer484@email.com,74841.90744018614,2021-04-29,inactive,2
487,DAVE,37,customer486@email.com,86034.82578797596,2021-05-01,,6
489,charlie,59,customer488@email.com,60640.08298131533,2021-05-03,,1
492,DAVE,20,customer491@email.com,46445.692604957876,2021-05-06,,6
493,DAVE,40,customer492@email.com,100267.74495053246,2021-05-07,,8
494,Alice,72,customer493@email.com,62730.70662165475,2021-05-08,inactive,7
495,charlie,29,customer494@email.com,52693.56897375783,2021-05-09,inactive,5
496,Alice,37,customer495@email.com,63693.60611729817,2021-05-10,active,6
497,Jane,22,customer496@email.com,33057.47420940607,2021-05-11,,6
